gene_name	gene_id
TMEM174	134288
FOXD1	2297
BTF3	689
ANKRA2	57763
UTP15	84135
RGNEF	64283
ENC1	8507
HEXB	3074
GFM2	84340
NSA2	10412
FAM169A	26049
GCNT4	51301
ANKRD31	256006
HMGCR	3156
COL4A3BP	10087
POLK	51426
ANKDD1B	728780
POC5	134359
SV2C	22987
IQGAP2	10788
LOC100505750	100505750
F2RL2	2151
NCRUPAR	100302746
F2R	2149
F2RL1	2150
S100Z	170591
CRHBP	1393
AGGF1	55109
ZBED3	84327
SNORA47	677828
LOC728723	728723
PDE8B	8622
WDR41	55255
OTP	23440
TBCA	6902
AP3B1	8546
LOC728769	728769
SCAMP1	9522
LHFPL2	10184
ARSB	411
DMGDH	29958
BHMT2	23743
BHMT	635
JMY	133746
HOMER1	9456
PAPD4	167153
CMYA5	202333
MTX3	345778
THBS4	7060
SERINC5	256987
LOC644936	644936
SPZ1	84654
CRSP8P	441089
ZFYVE16	9765
FAM151B	167555
ANKRD34B	340120
DHFR	1719
MTRNR2L2	100462981
MSH3	4437
RASGRF2	5924
CKMT2	1160
LOC100131067	100131067
ZCCHC9	84240
ACOT12	134526
SSBP2	23635
ATG10	83734
RPS23	6228
ATP6AP1L	92270
FLJ41309	645079
MIR3977	100616297
TMEM167A	153339
SCARNA18	677765
XRCC4	7518
VCAN	1462
HAPLN1	1404
EDIL3	10085
NBPF22P	285622
COX7C	1350
MIR3607	100500805
LOC100505878	100505878
MIR4280	100422887
RASA1	5921
CCNH	902
TMEM161B	153396
LOC100505894	100505894
LINC00461	645323
MIR9-2	407047
LOC100505949	100505949
MEF2C	4208
MIR3660	100500825
CETN3	1070
MBLAC2	153364
POLR3G	10622
LYSMD3	116068
GPR98	84059
LOC729040	729040
LOC100505994	100505994
ARRDC3	57561
LOC100129716	100129716
LOC100505822	100505822
FLJ42709	441094
NR2F1	7025
FAM172A	83989
MIR2277	100313887
POU5F2	134187
KIAA0825	285600
ANKRD32	84250
MCTP1	79772
FAM81B	153643
TTC37	9652
ARSK	153642
GPR150	285601
RFESD	317671
SPATA9	83890
RHOBTB3	22836
GLRX	2745
C5orf27	202299
ELL2	22936
MIR583	693168
PCSK1	5122
CAST	831
ERAP1	51752
ERAP2	64167
LNPEP	4012
LIX1	167410
RIOK2	55781
RGMB	285704
FLJ35946	503569
CHD1	1105
LOC100289230	100289230
LOC100133050	100133050
FAM174A	345757
ST8SIA4	7903
MIR548P	100302288
SLCO4C1	353189
SLCO6A1	133482
PAM	5066
GIN1	54826
PPIP5K2	23262
C5orf30	90355
NUDT12	83594
RAB9BP1	9366
EFNA5	1946
LOC100129233	100129233
FBXL17	64839
LOC100653140	100653140
HP07349	100652853
FER	2241
PJA2	9867
MAN2A1	4124
LOC100289673	100289673
TMEM232	642987
MIR548F3	100302159
SLC25A46	91137
TSLP	85480
WDR36	134430
CAMK4	814
STARD4	134429
LOC100505678	100505678
C5orf13	9315
EPB41L4A-AS1	114915
SNORA13	654322
EPB41L4A	64097
FLJ11235	54508
APC	324
SRP19	6728
REEP5	7905
DCP2	167227
MCC	4163
TSSK1B	83942
YTHDC2	64848
KCNN2	3781
TRIM36	55521
PGGT1B	5229
CCDC112	153733
FEM1C	56929
TICAM2	353376
TMED7-TICAM2	100302736
LOC100505719	100505719
TMED7	51014
CDO1	1036
ATG12	9140
AP3S1	1176
AQPEP	206338
LOC644100	644100
COMMD10	51397
SEMA6A	57556
LOC100505811	100505811
DTWD2	285605
MIR1244-2	100422885
DMXL1	1657
TNFAIP8	25816
HSD17B4	3295
FAM170A	340069
PRR16	51334
FTMT	94033
SRFBP1	153443
LOX	4015
ZNF474	133923
LOC100505841	100505841
SNCAIP	9627
SNX2	6643
SNX24	28966
PPIC	5480
LOC100292082	100292082
PRDM6	93166
CEP120	153241
CSNK1G3	1456
ZNF608	57507
GRAMD3	65983
ALDH7A1	501
PHAX	51808
C5orf48	389320
LMNB1	4001
MARCH3	115123
C5orf63	401207
MEGF10	84466
PRRC1	133619
CTXN3	613212
LOC728586	728586
FLJ33630	644873
SLC12A2	6558
FBN2	2201
SLC27A6	28965
ISOC1	51015
MIR4633	100616175
MIR4460	100616325
ADAMTS19	171019
CHSY3	337876
HINT1	3094
LYRM7	90624
CDC42SE2	56990
RAPGEF6	51735
FNIP1	96459
LOC100505572	100505572
LOC728637	728637
ACSL6	23305
IL3	3562
CSF2	1437
P4HA2	8974
PDLIM4	8572
SLC22A4	6583
LOC553103	553103
MIR3936	100500865
SLC22A5	6584
C5orf56	441108
IRF1	3659
IL5	3567
RAD50	10111
LOC100506030	100506030
IL13	3596
IL4	3565
KIF3A	11127
CCNI2	645121
SEPT8	23176
ANKRD43	134548
SHROOM1	134549
GDF9	2661
UQCRQ	27089
LEAP2	116842
AFF4	27125
ZCCHC10	54819
HSPA4	3308
LOC100506102	100506102
FSTL4	23105
LOC100506120	100506120
MIR1289-2	100302134
C5orf15	56951
VDAC1	7416
TCF7	6932
SKP1	6500
PPP2CA	5515
MIR3661	100500905
CDKL3	51265
UBE2B	7320
CDKN2AIPNL	91368
PHF15	23338
SAR1B	51128
SEC24A	10802
CAMLG	819
DDX46	9879
C5orf24	134553
TXNDC15	79770
PCBD2	84105
MIR4461	100616209
CATSPER3	347732
PITX1	5307
LOC340073	340073
H2AFY	9555
LOC100506200	100506200
C5orf20	140947
TIFAB	497189
NEUROG1	4762
CXCL14	9547
LOC340074	340074
SLC25A48	153328
IL9	3578
FBXL21	26223
LECT2	3950
TGFBI	7045
LOC100652886	100652886
LOC100653157	100653157
VTRNA2-1	100126299
SMAD5-AS1	9597
SMAD5	4090
LOC389332	389332
LOC100506219	100506219
TRPC7	57113
SPOCK1	6695
KLHL3	26249
MIR874	100126343
HNRNPA0	10949
NPY6R	4888
MYOT	9499
PKD2L2	27039
FAM13B	51306
LOC100130172	100130172
WNT8A	7478
NME5	8382
BRD8	10902
KIF20A	10112
CDC23	8697
GFRA3	2676
CDC25C	995
FAM53C	51307
KDM3B	51780
REEP2	51308
EGR1	1958
LOC100652898	100652898
LOC100653132	100653132
ETF1	2107
HSPA9	3313
SNORD63	26785
CTNNA1	1495
LRRTM2	26045
SIL1	64374
MATR3	9782
SNHG4	724102
SNORA74A	26821
PAIP2	51247
SLC23A1	9963
MZB1	51237
C5orf65	389333
SPATA24	202051
DNAJC18	202052
ECSCR	641700
TMEM173	340061
UBE2D2	7322
CXXC5	51523
PSD2	84249
NRG2	9542
LOC100505636	100505636
PURA	5813
IGIP	492311
C5orf32	84418
PFDN1	5201
HBEGF	1839
SLC4A9	83697
ANKHD1	54882
ANKHD1-EIF4EBP3	404734
EIF4EBP3	8637
SRA1	10011
APBB3	10307
SLC35A4	113829
CD14	929
TMCO6	55374
NDUFA2	4695
IK	3550
MIR3655	100500820
WDR55	54853
DND1	373863
HARS	3035
HARS2	23438
ZMAT2	153527
VTRNA1-1	56664
VTRNA1-2	56663
VTRNA1-3	56662
PCDHA1	56147
PCDHA2	56146
PCDHA3	56145
PCDHA4	56144
PCDHA5	56143
PCDHA6	56142
PCDHA7	56141
PCDHA8	56140
PCDHA9	9752
PCDHA10	56139
PCDHA11	56138
PCDHA12	56137
PCDHA13	56136
PCDHAC1	56135
PCDHAC2	56134
PCDHB1	29930
PCDHB2	56133
PCDHB3	56132
PCDHB4	56131
PCDHB5	26167
PCDHB6	56130
PCDHB17	54661
PCDHB7	56129
PCDHB8	56128
PCDHB16	57717
PCDHB9	56127
PCDHB10	56126
PCDHB11	56125
PCDHB12	56124
PCDHB13	56123
PCDHB14	56122
PCDHB18	54660
PCDHB19P	84054
PCDHB15	56121
SLC25A2	83884
TAF7	6879
PCDHGA1	56114
PCDHGA2	56113
PCDHGA3	56112
PCDHGB1	56104
PCDHGA4	56111
PCDHGB2	56103
PCDHGA5	56110
PCDHGB3	56102
PCDHGA6	56109
PCDHGA7	56108
PCDHGB4	8641
PCDHGA8	9708
PCDHGB5	56101
PCDHGA9	56107
PCDHGB6	56100
PCDHGA10	56106
PCDHGB7	56099
PCDHGA11	56105
PCDHGB8P	56120
PCDHGA12	26025
PCDHGC3	5098
PCDHGC4	56098
PCDHGC5	56097
DIAPH1	1729
LOC100505658	100505658
HDAC3	8841
RELL2	285613
FCHSD1	89848
ARAP3	64411
PCDH1	5097
LOC729080	729080
KIAA0141	9812
PCDH12	51294
RNF14	9604
GNPDA1	10007
NDFIP1	80762
LOC100505675	100505675
SPRY4	81848
FGF1	2246
LOC100653342	100653342
LOC100652742	100652742
ARHGAP26	23092
NR3C1	2908
HMHB1	57824
YIPF5	81555
KCTD16	57528
PRELID2	153768
GRXCR2	643226
SH3RF2	153769
PLAC8L1	153770
LARS	51520
RBM27	54439
POU4F3	5459
TCERG1	10915
GPR151	134391
PPP2R2B	5521
STK32A	202374
DPYSL3	1809
LOC153469	153469
JAKMIP2	9832
SPINK1	6690
SCGB3A2	117156
C5orf46	389336
SPINK5	11005
SPINK14	408187
SPINK6	404203
SPINK13	153218
SPINK7	84651
SPINK9	643394
FBXO38	81545
HTR4	3360
ADRB2	154
SH3TC2	79628
MIR584	693169
LOC255187	255187
ABLIM3	22885
AFAP1L1	134265
GRPEL2	134266
PCYOX1L	78991
IL17B	27190
MIR143HG	728264
MIR143	406935
MIR145	406937
CSNK1A1	1452
ARHGEF37	389337
PPARGC1B	133522
MIR378A	494327
PDE6A	5145
LOC644762	644762
SLC26A2	1836
TIGD6	81789
HMGXB3	22993
CSF1R	1436
PDGFRB	5159
CDX1	1044
SLC6A7	6534
CAMK2A	815
ARSI	340075
TCOF1	6949
CD74	972
RPS14	6208
NDST1	3340
SYNPO	11346
MYOZ3	91977
RBM22	55696
DCTN4	51164
C5orf62	85027
IRGM	345611
ZNF300	91975
ZNF300P1	134466
GPX3	2878
TNIP1	10318
ANXA6	309
CCDC69	26112
GM2A	2760
SLC36A3	285641
SLC36A2	153201
SLC36A1	206358
FAT2	2196
LOC100505813	100505813
SPARC	6678
ATOX1	475
LOC100652758	100652758
LOC100653075	100653075
G3BP1	10146
GLRA1	2741
NMUR2	56923
GRIA1	2890
FAM114A2	10827
MFAP3	4238
GALNT10	55568
MIR1294	100302181
FLJ38109	386627
SAP30L	79685
HAND1	9421
MIR3141	100422950
MIR1303	100302284
LARP1	23367
C5orf4	10826
MIR378H	100616306
CNOT8	9337
GEMIN5	25929
MRPL22	29093
KIF4B	285643
SGCD	6444
PPP1R2P3	153743
TIMD4	91937
HAVCR1	26762
HAVCR2	84868
MED7	9443
FAM71B	153745
ITK	3702
CYFIP2	26999
FNDC9	408263
NIPAL4	348938
ADAM19	8728
SOX30	11063
C5orf52	100190949
THG1L	54974
LSM11	134353
CLINT1	9685
LOC100507161	100507161
EBF1	1879
RNF145	153830
UBLCP1	134510
IL12B	3593
LOC285626	285626
LOC285627	285627
ADRA1B	147
TTC1	7265
PWWP2A	114825
FABP6	2172
CCNJL	79616
C1QTNF2	114898
C5orf54	63920
SLU7	10569
PTTG1	9232
MIR3142	100422938
MIR146A	406938
ATP10B	23120
LOC285629	285629
GABRB2	2561
GABRA6	2559
GABRA1	2554
GABRG2	2566
CCNG1	900
NUDCD2	134492
HMMR	3161
MAT2B	27430
LOC100507193	100507193
ODZ2	57451
WWC1	23286
RARS	5917
FBLL1	345630
PANK3	79646
MIR103A1	406895
MIR103B1	100302238
SLIT3	6586
MIR218-2	407001
LOC728095	728095
MIR585	693170
CCDC99	54908
DOCK2	1794
FAM196B	100131897
LOC100133106	100133106
MIR378E	100616498
FOXI1	2299
LOC100507267	100507267
C5orf58	133874
LCP2	3937
LOC100128059	100128059
LOC257358	257358
KCNIP1	30820
KCNMB1	3779
GABRP	2568
RANBP17	64901
LOC728145	728145
TLX3	30012
MIR3912	100500831
NPM1	4869
FGF18	8817
C5orf50	644994
FBXW11	23291
STK10	6793
EFCAB9	285588
UBTD2	92181
SH3PXD2B	285590
NEURL1B	54492
LOC100128482	100128482
DUSP1	1843
ERGIC1	57222
LOC100268168	100268168
RPL26L1	51121
ATP6V0E1	8992
LOC100653276	100653276
LOC100652765	100652765
SNORA74B	677841
C5orf41	153222
BNIP1	662
NKX2-5	1482
STC2	8614
LOC285593	285593
BOD1	91272
CPEB4	80315
C5orf47	133491
HMP19	51617
MSX2	4488
MIR4634	100616202
DRD1	1812
SFXN1	94081
HRH2	3274
CPLX2	10814
THOC3	84321
FAM153B	202134
LOC100507387	100507387
LOC643201	643201
C5orf25	375484
KIAA1191	57179
ARL10	285598
MIR1271	100302203
NOP16	51491
HIGD2A	192286
CLTB	1212
FAF2	23197
RNF44	22838
CDHR2	54825
GPRIN1	114787
SNCB	6620
MIR4281	100422962
EIF4E1B	253314
TSPAN17	26262
UNC5A	90249
HK3	3101
UIMC1	51720
ZNF346	23567
FGFR4	2264
NSD1	64324
RAB24	53917
PRELID1	27166
MXD3	83463
LMAN2	10960
RGS14	10636
SLC34A1	6569
PFN3	345456
F12	2161
GRK6	2870
LOC340037	340037
PRR7	80758
DBN1	1627
PDLIM7	9260
DOK3	79930
DDX41	51428
FAM193B	54540
TMED9	54732
B4GALT7	11285
LOC202181	202181
LOC100507427	100507427
FAM153A	285596
LOC728554	728554
LOC100128340	100128340
PROP1	5626
FAM153C	653316
N4BP3	23138
RMND5B	64777
NHP2	55651
GMCL1P1	64396
HNRNPAB	3182
AGXT2L2	85007
COL23A1	91522
CLK4	57396
ZNF354A	6940
AACSP1	729522
ZNF354B	117608
ZFP2	80108
ZNF454	285676
GRM6	2916
ZNF879	345462
ZNF354C	30832
ADAMTS2	9509
RUFY1	80230
HNRNPH1	3187
C5orf60	285679
CBY3	646019
CANX	821
LOC100652779	100652779
LOC100653222	100653222
MAML1	9794
LTC4S	4056
MGAT4B	11282
MIR1229	100302156
SQSTM1	8878
C5orf45	51149
TBC1D9B	23061
RNF130	55819
MIR340	442908
RASGEF1C	255426
MAPK9	5601
GFPT2	9945
CNOT6	57472
SCGB3A1	92304
FLT4	2324
LOC100653228	100653228
LOC100652782	100652782
OR2Y1	134083
MGAT1	4245
LOC729678	729678
ZFP62	643836
BTNL8	79908
BTNL3	10917
BTNL9	153579
OR2V2	285659
TRIM7	81786
LOC100507546	100507546
MIR4638	100616342
TRIM41	90933
GNB2L1	10399
SNORD96A	619571
LOC100289627	100289627
SNORD95	619570
LOC100507619	100507619
TRIM52	84851
LOC100507602	100507602
LOC100132062	100132062
LOC100286914	100286914
OR4F3	26683
WASH5P	375690
MIR1302-11	100422919
FAM138F	641702
OR4F17	81099
LOC100507200	100507200
FLJ45445	399844
LOC100653348	100653348
PPAP2C	8612
MIER2	54531
THEG	51298
C2CD4C	126567
SHC2	25759
ODF3L2	284451
MADCAM1	8174
TPGS1	91978
CDC34	997
GZMM	3004
BSG	682
HCN2	610
POLRMT	5442
FGF22	27006
RNF126	55658
FSTL3	10272
PRSS57	400668
PALM	5064
C19orf21	126353
PTBP1	5725
MIR4745	100616459
LPPR3	79948
MIR3187	100422854
AZU1	566
PRTN3	5657
ELANE	1991
CFD	1675
MED16	10025
R3HDM4	91300
KISS1R	84634
ARID3A	1820
WDR18	57418
GRIN3B	116444
C19orf6	91304
CNN2	1265
LOC100653218	100653218
ABCA7	10347
HMHA1	23526
POLR2E	5434
GPX4	2879
SBNO2	22904
STK11	6794
C19orf26	255057
ATP5D	513
MIDN	90007
CIRBP-AS1	148046
CIRBP	1153
LOC100653220	100653220
LOC100652905	100652905
C19orf24	55009
EFNA2	1943
LOC100287367	100287367
MUM1	84939
NDUFS7	374291
GAMT	2593
DAZAP1	26528
RPS15	6209
APC2	10297
C19orf25	148223
PCSK4	54760
REEP6	92840
ADAMTSL5	339366
PLK5	126520
MEX3D	399664
MBD3	53615
UQCR11	10975
TCF3	6929
ONECUT3	390874
ATP8B3	148229
REXO1	57455
MIR1909	100302210
LOC100288123	100288123
KLF16	83855
FAM108A1	81926
SCAMP4	113178
ADAT3	113179
CSNK1G2	1455
CSNK1G2-AS1	255193
BTBD2	55643
LOC100652912	100652912
MKNK2	2872
MOB3A	126308
IZUMO4	113177
AP3D1	8943
DOT1L	84444
PLEKHJ1	55111
MIR1227	100302283
SF3A2	8175
AMH	268
MIR4321	100423031
JSRP1	126306
C19orf35	374872
LINGO3	645191
LOC100129831	100129831
LSM7	51690
SPPL2B	56928
TMPRSS9	360200
TIMM13	26517
LMNB2	84823
GADD45B	4616
GNG7	2788
DIRAS1	148252
SLC39A3	29985
SGTA	6449
THOP1	7064
ZNF554	115196
ZNF555	148254
ZNF556	80032
ZNF57	126295
ZNF77	58492
TLE6	79816
TLE2	7089
AES	166
GNA11	2767
GNA15	2769
S1PR4	8698
NCLN	56926
CELF5	60680
NFIC	4782
C19orf77	284422
DOHH	83475
FZR1	51343
MFSD12	126321
C19orf71	100128569
HMG20B	10362
GIPC3	126326
TBXA2R	6915
C19orf29-AS1	404665
C19orf29	58509
PIP5K1C	23396
TJP3	27134
APBA3	9546
MRPL54	116541
RAX2	84839
MATK	4145
ZFR2	23217
ATCAY	85300
ITGB1BP3	27231
DAPK3	1613
MIR637	693222
EEF2	1938
SNORD37	26812
PIAS4	51588
LOC100653254	100653254
ZBTB7A	51341
MAP2K2	5605
CREB3L3	84699
SIRT6	51548
ANKRD24	170961
EBI3	10148
CCDC94	55702
SHD	56961
TMIGD2	126259
FSD1	79187
STAP2	55620
MPND	84954
SH3GL1	6455
CHAF1A	10036
UBXN6	80700
MIR4746	100616371
HDGFRP2	84717
PLIN4	729359
PLIN5	440503
LRG1	116844
SEMA6B	10501
TNFAIP8L1	126282
C19orf10	56005
DPP9	91039
LOC100131094	100131094
MIR7-3HG	284424
MIR7-3	407045
FEM1A	55527
LOC100507004	100507004
TICAM1	148022
PLIN3	10226
ARRDC5	645432
UHRF1	29128
MIR4747	100616337
KDM4B	23030
PTPRS	5802
ZNRF4	148066
PLAC2	257000
SAFB2	9667
SAFB	6294
C19orf70	125988
HSD11B1L	374875
RPL36	25873
LONP1	9361
TMEM146	257062
PRR22	163154
DUS3L	56931
NRTN	4902
FUT6	2528
FUT3	2525
FUT5	2527
NDUFA11	126328
VMAC	400673
CAPS	828
RANBP3	8498
RFX2	5990
ACSBG2	81616
LOC100507094	100507094
MLLT1	4298
ACER1	125981
CLPP	8192
ALKBH7	84266
PSPN	5623
LOC100130856	100130856
GTF2F1	2962
LOC390877	390877
KHSRP	8570
MIR3940	100500888
SLC25A41	284427
SLC25A23	79085
CRB3	92359
DENND1C	79958
TUBB4A	10382
TNFSF9	8744
CD70	970
TNFSF14	8740
C3	718
GPR108	56927
TRIP10	9322
SH2D3A	10045
VAV1	7409
EMR1	2015
EMR4P	326342
FLJ25758	497049
LOC729458	729458
MBD3L5	284428
MBD3L4	653656
MBD3L2	125997
MBD3L3	653657
ZNF557	79230
INSR	3643
ARHGEF18	23370
LOC100128573	100128573
PEX11G	92960
C19orf45	374877
ZNF358	140467
MCOLN1	57192
PNPLA6	10908
CAMSAP3	57662
XAB2	56949
C19orf79	100131801
PCP2	126006
STXBP2	6813
RETN	56729
C19orf59	199675
TRAPPC5	126003
FCER2	2208
CLEC4G	339390
CD209	30835
CLEC4M	10332
CLEC4GP1	440508
EVI5L	115704
FLJ22184	80164
LOC388499	388499
LRRC8E	80131
MAP2K7	5609
LOC100507588	100507588
SNAPC2	6618
CTXN1	404217
TIMM44	10469
ELAVL1	1994
CCL25	6370
FBN3	84467
CERS4	79603
CD320	51293
NDUFA7	4701
KANK3	256949
ANGPTL4	51129
LOC100507567	100507567
RAB11B	9230
MARCH2	51257
HNRNPM	4670
PRAM1	84106
ZNF414	84330
MYO1F	4542
ADAMTS10	81794
ACTL9	284382
OR2Z1	284383
ZNF558	148156
MBD3L1	85509
MUC16	94025
OR1M1	125963
OR7G2	390882
OR7G1	125962
OR7G3	390883
ZNF317	57693
OR7D2	162998
OR7D4	125958
OR7E24	26648
ZNF699	374879
ZNF559	84527
ZNF559-ZNF177	100529215
ZNF177	7730
ZNF266	10781
ZNF560	147741
ZNF426	79088
ZNF121	7675
ZNF561	93134
LOC284385	284385
ZNF562	54811
ZNF812	729648
ZNF846	162993
LOC100505555	100505555
FBXL12	54850
UBL5	59286
PIN1	5300
OLFM2	93145
COL5A3	50509
RDH8	50700
C3P1	388503
C19orf66	55337
ANGPTL6	83854
PPAN	56342
PPAN-P2RY11	692312
SNORD105	692229
SNORD105B	100113382
P2RY11	5032
EIF3G	8666
DNMT1	1786
S1PR2	9294
MIR4322	100422925
MRPL4	51073
ICAM1	3383
ICAM4	3386
ICAM5	7087
ZGLP1	100125288
FDX1L	112812
RAVER1	125950
ICAM3	3385
TYK2	7297
CDC37	11140
MIR1181	100302213
PDE4A	5141
KEAP1	9817
S1PR5	53637
ATG4D	84971
MIR1238	100302226
KRI1	65095
CDKN2D	1032
AP1M2	10053
SLC44A2	57153
LOC147727	147727
ILF3	3609
QTRT1	81890
DNM2	1785
MIR638	693223
MIR4748	100616425
LOC100507081	100507081
MIR199A1	406976
TMED1	11018
C19orf38	255809
CARM1	10498
YIPF2	78992
C19orf52	90580
SMARCA4	6597
LDLR	3949
SPC24	147841
KANK2	25959
DOCK6	57572
C19orf80	55908
TSPAN16	26526
RAB3D	9545
TMEM205	374882
CCDC159	126075
LPPR2	64748
SWSAP1	126074
EPOR	2057
RGL3	57139
CCDC151	115948
PRKCSH	5589
ELAVL3	1995
ZNF653	115950
ECSIT	51295
CNN1	1264
ELOF1	84337
ACP5	54
ZNF627	199692
HNRNPA1P10	664709
ZNF833P	401898
ZNF823	55552
ZNF441	126068
ZNF491	126069
ZNF440	126070
ZNF439	90594
ZNF69	7620
ZNF700	90592
ZNF763	284390
LOC100507111	100507111
ZNF433	163059
ZNF878	729747
ZNF844	284391
ZNF788	388507
ZNF20	7568
ZNF625-ZNF20	100529855
ZNF625	90589
ZNF136	7695
LOC730651	730651
ZNF44	51710
ZNF563	147837
ZNF442	79973
LOC100507219	100507219
ZNF799	90576
ZNF443	10224
ZNF709	163051
ZNF564	163050
ZNF490	57474
ZNF791	163049
MAN2B1	4125
WDR83	84292
WDR83OS	51398
DHPS	1725
LOC648044	648044
FBXW9	84261
TNPO2	30000
SNORD41	26810
C19orf43	79002
ASNA1	439
BEST2	54831
HOOK2	29911
JUNB	3726
PRDX2	7001
RNASEH2A	10535
RTBDN	83546
LOC100507305	100507305
MAST1	22983
DNASE2	1777
KLF1	10661
GCDH	2639
SYCE2	256126
FARSA	2193
CALR	811
RAD23A	5886
GADD45GIP1	90480
DAND5	199699
NFIX	4784
LYL1	4066
TRMT1	55621
NACC1	112939
STX10	8677
IER2	9592
CACNA1A	773
LOC100507353	100507353
CCDC130	81576
MRI1	84245
C19orf53	28974
ZSWIM4	65249
LOC284454	284454
MIR24-2	407013
MIR27A	407018
MIR23A	407010
MIR181C	406957
MIR181D	574457
NANOS3	342977
C19orf57	79173
CC2D1A	54862
PODNL1	79883
DCAF15	90379
RFX1	5989
RLN3	117579
IL27RA	9466
PALM3	342979
LOC113230	113230
C19orf67	646457
SAMD1	90378
PRKACA	5566
ASF1B	55723
LOC100507373	100507373
LPHN1	22859
CD97	976
DDX39A	10212
PKN1	5585
PTGER1	5731
GIPC1	10755
LOC100130932	100130932
DNAJB1	3337
MIR639	693224
TECR	9524
NDUFB7	4713
CLEC17A	388512
EMR3	84658
ZNF333	84449
EMR2	30817
OR7C1	26664
OR7A5	26659
OR7A10	390892
OR7A17	26333
OR7C2	26658
SLC1A6	6511
CCDC105	126402
CASP14	23581
OR1I1	126370
SYDE1	85360
ILVBL	10994
NOTCH3	4854
EPHX3	79852
BRD4	23476
AKAP8	10270
AKAP8L	26993
WIZ	58525
MIR1470	100302127
RASAL3	64926
PGLYRP2	114770
CYP4F22	126410
CYP4F8	11283
CYP4F3	4051
CYP4F12	66002
OR10H2	26538
OR10H3	26532
CYP4F24P	388514
OR10H5	284433
OR10H1	26539
UCA1	652995
CYP4F2	8529
CYP4F11	57834
OR10H4	126541
LOC126536	126536
FLJ25328	148231
TPM4	7171
LOC100507503	100507503
RAB8A	4218
HSH2D	84941
CIB3	117286
FAM32A	26017
AP1M1	8907
KLF2	10365
EPS15L1	58513
CALR3	125972
C19orf44	84167
CHERP	10523
SLC35E1	79939
MED26	9441
C19orf42	79086
TMEM38A	79041
NWD1	284434
SIN3B	23309
F2RL3	9002
CPAMD8	27151
HAUS8	93323
MYO9B	4650
USE1	55850
OCEL1	79629
NR2F6	2063
USHBP1	83878
BABAM1	29086
ANKLE1	126549
ABHD8	79575
MRPL34	64981
DDA1	79016
ANO8	57719
GTPBP3	84705
PLVAP	83483
BST2	684
LOC100507535	100507535
FAM125A	93343
TMEM221	100130519
NXNL1	115861
SLC27A1	376497
PGLS	25796
FAM129C	199786
GLT25D1	79709
UNC13A	23025
MAP1S	55201
FCHO1	23149
B3GNT3	10331
INSL3	3640
JAK3	3718
RPL18A	6142
SNORA68	26780
SLC5A5	6528
CCDC124	115098
KCNN1	3780
ARRDC2	27106
IL12RB1	3594
MAST3	23031
PIK3R2	5296
IFI30	10437
MPV17L2	84769
RAB3A	5864
PDE4C	5143
LOC729966	729966
KIAA1683	80726
JUND	3727
MIR3188	100422833
LSM4	25804
PGPEP1	54858
GDF15	9518
MIR3189	100422943
LOC100653010	100653010
LOC100653117	100653117
LRRC25	126364
SSBP4	170463
ISYNA1	51477
ELL	8178
FKBP8	23770
KXD1	79036
UBA52	7311
C19orf60	55049
CRLF1	9244
TMEM59L	25789
KLHL26	55295
CRTC1	23373
COMP	1311
UPF1	5976
GDF1	2657
CERS1	10715
COPE	11316
DDX49	54555
HOMER3	9454
SUGP2	10147
ARMC6	93436
SLC25A42	284439
TMEM161A	54929
MEF2BNB-MEF2B	4207
MEF2B	100271849
MEF2BNB	729991
RFXANK	8625
NR2C2AP	126382
NCAN	1463
HAPLN4	404037
TM6SF2	53345
SUGP1	57794
MAU2	23383
GATAD2A	54815
MIR640	693225
TSSK6	83983
NDUFA13	51079
YJEFN3	374887
CILP2	148113
PBX4	80714
LPAR2	9170
GMIP	51291
ATP13A1	57130
ZNF101	94039
ZNF14	7561
LOC100287160	100287160
LOC284440	284440
ZNF506	440515
ZNF253	56242
ZNF93	81931
ZNF682	91120
ZNF90	7643
ZNF486	90649
MIR1270-1	100302179
ZNF826P	664701
MIR1270-2	100423024
ZNF737	100129842
ZNF626	199777
ZNF85	7639
LOC100509175	100509175
ZNF430	80264
ZNF714	148206
ZNF431	170959
ZNF708	7562
ZNF738	148203
ZNF493	284443
LOC400680	400680
ZNF429	353088
LOC100505594	100505594
LOC400682	400682
ZNF100	163227
LOC641367	641367
ZNF43	7594
ZNF208	7757
ZNF257	113835
ZNF676	163223
ZNF729	100287226
ZNF98	148198
LOC100128139	100128139
LOC440518	440518
LOC374890	374890
ZNF492	57615
ZNF99	7652
ZNF728	388523
ZNF730	100129543
ZNF724P	440519
LOC100132815	100132815
ZNF91	7644
ZNF675	171392
ZNF681	148213
RPSAP58	388524
ZNF726	730087
LOC100505851	100505851
ZNF254	9534
LOC100101266	100101266
LOC148189	148189
LOC100506694	100506694
LOC148145	148145
LOC100505835	100505835
UQCRFS1	7386
LOC284395	284395
VSTM2B	342865
POP4	10775
PLEKHF1	79156
C19orf12	83636
CCNE1	898
URI1	8725
ZNF536	9745
DKFZp566F0947	94023
TSHZ3	57616
LOC100507550	100507550
THEG5	100507527
ZNF507	22847
DPY19L3	147991
PDCD5	9141
ANKRD27	84079
RGS9BP	388531
NUDT19	390916
TDRD12	91646
SLC7A9	11136
CEP89	84902
C19orf40	91442
RHPN2	85415
GPATCH1	55094
WDR88	126248
LRP3	4037
SLC7A10	56301
CEBPA	1050
LOC80054	80054
CEBPG	1054
PEPD	5184
CHST8	64377
KCTD15	79047
LSM14A	26065
